"IMP_C29: Machinery and equipment, nec",3,270,1766.7,237.5,951.4,247.1,399.7,629.2,1352.5,643.7,1008.9,3877.4,1072.8,18506.3,5376.2,4745,5399.9,4428,117.3,153.3,1065.4,35.7,9.7,230.6,53.3,28,80.3,4.5,40.3,260.6,34.3,27.2,325.8,21.2,0,239.9,0,0.8,34317.6,751.4,1029.6,0,0,89739.4
"IMP_C30T33X: Computer, Electronic and optical equipment",3,90.4,857.9,202.9,359.2,54.6,658.8,164.9,658.8,246.4,274.7,748,138.6,6823.2,178796.9,12107.2,2642.7,2389.3,170.9,397.1,599.2,263.7,17.7,154.7,1745.2,203.3,450.4,146.2,1311.8,8484.4,790.7,523.2,75.8,822.2,0,13986.1,0,2,49011.3,1478.3,1734,0,0,289583
"IMP_C31: Electrical machinery and apparatus, nec",3,16,305.8,81.6,196.2,48.2,168,50,211.5,123.1,117.1,543.6,114,3700,11103.8,11695.6,1598.9,1148.3,137.9,207.4,429,31.9,2019.7,10.6,113.4,5.1,71,8.1,72.8,470.8,11.6,2019.6,11.5,2019.8,0,2616.7,0,0.3,9032,416.8,43.1,0,0,44967.6
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,66.8,363.3,133.7,250.7,97.4,280,144.4,323.6,244.2,254.2,1038.2,223.7,1756,787.8,465.8,21406.7,312.1,339.3,2019.8,50.6,2019.3,2019.7,50.9,2019.9,2019.4,19,2,2019.1,116.8,31.9,2019.1,8.5,2019.6,0,2867.1,0,0.7,16252.8,691.3,26.4,0,0,48719
IMP_C35: Other transport equipment,3,619.2,128,17.2,17.6,2.7,123.8,7.7,21.6,51.2,31.4,393.3,23.3,610.7,424.9,103.2,98.6,4225.7,56.8,2.4,7.7,2019.4,0.2,46.8,6,1.1,1.6,0.2,1.7,9.6,1.5,1.6,0.8,2019.9,0,2502,0,0.6,6574.7,169.8,11.9,0,0,16314.3
IMP_C36T37: Manufacturing nec; recycling,3,2019.6,75.1,53.4,109.2,67.3,285.5,21.7,116.2,128.9,177.3,325.7,247.6,408.4,475.2,267.2,168,79.8,480.3,1.7,2019.8,2019.3,0.3,1.5,2.6,0.8,2,0.2,2019.2,2019.4,2019.2,2019.7,2019.9,2019.8,0,576,0,0.4,937,114.8,2779.4,0,0,7972.6
"IMP_C40T41: Electricity, gas and water supply",4,2019.9,47.3,2019.7,2019.2,2019.4,10,69.9,72.7,15,51.5,56.8,41,42.4,57.4,47.8,2019.7,2019.5,7,1.5,5.9,2019.5,0.3,2019.2,0.9,2019.1,2019.8,0.1,0.7,2019.6,0.7,0.8,0.5,0.5,0,25.7,0,1.5,48.2,4.3,13.4,0,0,709.3
IMP_C45: Construction,5,6.1,25.3,13.1,17.9,4.1,8.2,48.3,37.4,11,30.3,28.9,27.4,52.2,59.7,37.3,20,12.6,9.4,1.5,26.3,2019.4,1,3.4,1.7,1.4,20.3,0.1,1.3,2019.4,2019.5,2019.3,2019.8,3,0,44.9,0,1,3183.9,4.9,11.4,0,0,3788.9
IMP_C50T52: Wholesale and retail trade; repairs,6,2041.4,3160,6124.2,11078.2,1147.7,2363.1,8330.6,11663.9,5100.6,4801.4,4375.1,4517.6,6614.4,37892.9,8005.2,5202.6,1882.7,1875.2,268.2,1132.2,117.1,78.3,341.1,309.2,58.6,173.6,30.1,263.4,1695.5,215.8,134.1,244,210.5,0,12012.7,0,43.7,16371.9,1484.8,3645.3,0,0,165007.2
IMP_C55: Hotels and restaurants,6,2019.5,2019.4,43.9,2019.4,1.2,2.4,2.3,12,4,2.1,3.7,2,2019.1,2019.7,2019.7,2019.6,1.6,2.5,0.2,1.4,0.4,0.4,0.4,0.2,0.2,0.3,0,0.2,1.1,0.3,0.2,0.2,0.3,0,67.9,0,0.3,9.5,4.1,19372.4,0,0,19605.1
IMP_C60T63: Transport and storage,7,1235.8,3140.7,3138.6,4713.7,1227,1417.9,3104.4,5923.9,2273.4,3478.6,3681.5,2261,5031.3,15912.4,5566.2,2237.2,948.8,1324.9,520.5,6755.3,2621.9,140.8,2317.9,444.7,485.8,321.1,30.9,277,1791.1,1049,596.8,123,328,0,4626,0,1576,2704.6,357.2,11124.3,0,0,104809.4
IMP_C64: Post and telecommunications,7,2019.6,9,2019.7,65.5,10.6,12.8,2019.7,63.5,15.1,10,2019.4,46.8,53.1,430.7,74.6,2019.1,8.2,19.7,2019.6,51.1,2019.1,2019.4,2019.5,2019.1,25.7,13,0.4,3.3,2019.6,32.8,2019.9,2019.1,5,0,334.6,0,2.8,141.2,1.2,7,0,0,1638.5
IMP_C65T67: Financial intermediation,6,432.3,564.3,897,2176.7,373.8,572.2,363.3,2062.5,726.4,1039.8,799.4,737.7,1256.8,14017.9,1925,574.9,415.8,471.2,1214.9,704,1012.8,233,1349.7,184.2,1352.5,1693.8,33.4,299.7,1938.5,480.7,584.5,101.8,297.2,0,7685,0,275.8,2.8,0.2,11.5,0,0,48863.2
IMP_C70: Real estate activities,6,1.8,2019.7,2019.3,2019.1,1.8,2.2,3.7,2019.1,3,2019.5,2019.9,2.5,2019.9,2019.1,2019.5,2019.7,1.1,2019.3,0.7,2019.4,5,2019.1,1.7,2019.7,3.5,4.1,0.1,0.8,5.6,2019.5,2019.1,0.3,2,0,43.3,0,1.4,35.2,0.7,1680,0,0,1878.3
IMP_C71: Renting of machinery and equipment,6,4.3,27.7,12.2,18.9,4.8,9.2,6.2,24,14,17.7,19.4,4.9,24.8,32.6,42.8,8.8,1.5,10.3,5.7,79.1,15.9,3,46.8,3.7,22.7,3.9,1,9.1,58.5,8.4,1.8,4.9,9.7,0,0,0,0.7,6.2,0.5,849.4,0,0,1415.1
IMP_C72: Computer and related activities,7,2019.3,2019.3,66,59.2,9,135,9.8,71.7,24.2,2019.3,31.2,6.9,45.4,178.7,65.7,40,9.3,13.5,2019.2,35.9,59.4,7,6.5,2019.8,33.7,55,0.2,1.8,113.4,2019.8,2019.7,6.4,9.4,0,48.1,0,1.5,206.6,3.8,17.5,0,0,1494.4
IMP_C73T74: R&D and other business activities,8,88.3,76.6,185.9,135.3,2019.3,75.1,40.9,218.4,49,49.9,97.7,23,157.4,195,186.2,158.8,2019.6,27,80.3,187.4,320.6,36.8,32.8,84.5,180.3,297.7,7.6,68.5,444.8,48.8,101.6,2019.5,45,0,94.3,0,265.6,39.1,3,33.9,0,0,4209.5
IMP_C75: Public administration and defence; compulsory social security,9,13.2,10.4,55.9,48.2,8.3,44.1,10.4,37.5,16.4,14.9,15.8,8.6,19.1,75.6,24.8,9.6,4.5,12.2,3.4,19.8,10.7,1.1,7.7,2.2,4.4,2019.4,0.2,1.8,12.1,4.2,3.3,1,1.9,0,58.1,0,6.9,17.3,4.3,257.9,0,0,853.2
IMP_C80: Education,7,2019.6,2019.2,4.3,4.8,0.9,4.3,0.9,5.3,2.1,1.4,2.1,0.7,3,11.3,4,2.3,0.6,1,0.9,2.7,2019.3,0.4,0.6,0.9,2019.8,2.9,0.1,0.7,2019.9,0.7,1.1,0.4,0.5,0,4.3,0,2.6,3.7,0.3,3269.2,0,0,3353.8
IMP_C85: Health and social work,7,2019.4,2019.9,7.8,14.2,1.9,5.6,1.6,2019.9,11.5,2019.2,2019.6,1.7,2019.1,29,2019.2,2019.6,1.9,2.8,0.4,3.1,1.1,0.2,1,0.3,0.5,0.5,0,0.3,2019.2,0.5,0.3,0.6,0.4,0,12.5,0,0.6,10.2,1.4,477.4,0,0,644.4
"IMP_C90T93: Other community, social and personal services",9,2019.9,2019.4,32.6,40.3,5,19.8,12.4,30.6,2019.3,2019.2,2019.1,11.2,2019.3,58.4,2019.7,14,5.1,8.4,2019.6,2019.9,16.8,2019.6,2019.2,2019.1,2019.9,20.9,0.7,6,39.5,26.2,2019.4,4.7,2019.6,0,146.6,0,2019.7,27.6,3.6,4606,0,0,5367
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,11627.9,6570.9,2518.2,3644.6,834.8,1065.9,10167.1,6799.8,2987,3050.6,9084.9,1619.6,4987.1,4050.6,2415.4,12623.1,800.6,2159.6,3025,11146.6,8832.9,4837.1,13118.1,1675.8,10603.3,6477.9,115.1,231.6,2826.5,8277.3,3166.1,2494.7,3239.9,0,138492.5,0,0,0,0,0,164.2,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,436813.5,381398.9,792105.9,648531.2,218690.6,180484,373633.5,694230.1,419269.5,467867.1,1018755.5,271810.9,746537.2,688924.6,545519.7,581846.6,127812,147122,409724.2,1129105.5,298165.1,174445.7,299987.7,82817,166161.7,231459.1,8980.2,78519.3,516878.1,231730.2,143414,121418.7,120685,0,2152745.7,0,790657.7,2712572.7,128737.3,60923.7,48853.9,1599028.4,1424332
VALU: Value added at basic prices,,587072.2,302672.6,195929.1,148171.3,62508.9,49837.5,74491.2,153861.7,82869.3,119835.5,221121.8,64838.5,203261.7,117414,100564.3,104292,40366.1,116789.2,136712.6,382648.4,519153.2,114338,261008.9,122689.9,299290.4,330023,3580.3,28955.3,203706.8,230039.9,200431.6,84849.4,100130.2,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,1023885.6,684071.6,988035,796702.6,281199.6,230321.5,448124.7,848091.8,502138.8,587702.6,1239877.3,336649.4,949798.9,806338.6,646084.1,686138.6,168178.1,263911.2,546436.7,1511753.9,817318.3,288783.7,560996.6,205506.9,465452,561482.1,12560.5,107474.7,720584.9,461770,343845.5,206268.1,220815.3,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:06 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
