"IMP_C30T33X: Computer, Electronic and optical equipment",3,57.4,534.5,91.6,235.4,33.4,416.1,68.4,361.2,152.4,129.2,380.4,102.1,3012,133875.8,6004.8,1155.9,888.9,113.6,351.1,376.3,173.4,12.1,123.4,1587.5,92.2,149.9,40.6,430.2,2416.9,263.6,284.3,78.1,695.3,0,11074.6,0,4.7,31433.8,0,724,0,0,197924.9
"IMP_C31: Electrical machinery and apparatus, nec",3,9.1,195.4,47.9,156.8,46.9,91.9,15.9,101.1,74.7,55.8,335.2,86.7,2053.3,9506.6,7492.3,1041.3,528.9,91.5,155.6,269.7,2019.5,2019.5,9.6,117.5,2.6,2019.6,2.6,28,157.3,5.1,7.7,10.9,2019.6,0,2341.7,0,0.4,6195.5,0,25.3,0,0,31351.7
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,28.1,149.8,48.7,106,42.3,98.6,25.9,90.4,86.7,71.3,374.4,95.8,509.7,337.7,143.5,7450.7,104.9,103,2019.1,15,2019.2,2,30.8,2019.1,1.6,2019.6,0.5,2019.9,2019.2,2019.3,2019.4,3.3,2019.7,0,1279,0,1,6054.7,0,15,0,0,17365.7
IMP_C35: Other transport equipment,3,338.1,81.8,11.7,16,2.5,90,3.9,14.2,37.1,18.4,301.2,19,419.8,334.7,87.9,97.3,3927.2,22.2,1.9,6.1,2019.2,0.2,43.8,5.2,0.7,0.7,0.1,0.5,2.4,0.7,1.2,1.1,2019.3,0,1898.6,0,1,4308.8,0,6.3,0,0,12122.9
IMP_C36T37: Manufacturing nec; recycling,3,16.7,41.2,27,76.4,33.1,205,4.5,54.5,76,79.7,189.5,202.4,201.2,287.2,156.1,84.1,21.9,266.2,0.7,2019.9,0.6,0.1,0.7,1.6,0.3,0.5,0,0.5,2.9,0.6,0.6,1,2019.1,0,425.7,0,0.4,475.5,0,1207.7,0,0,4149.1
"IMP_C40T41: Electricity, gas and water supply",4,11,57.8,2019.6,30,2019.5,13,2019.7,68.3,2019.4,40.9,84.3,34.8,58.6,56.5,42.2,2019.6,7.3,6.9,1.3,4.9,2019.5,0.3,2019.7,1,0.5,0.8,0,0.3,2019.6,0.4,0.5,0.9,0.6,0,31.5,0,1.9,68.8,0,7.5,0,0,731.5
IMP_C45: Construction,5,3.8,8.9,4.5,10.2,2.8,3,6.9,10.6,5,6.2,15.6,6.7,36.6,76.2,33.1,14.9,7.3,3,1.2,2019.6,1.6,0.8,3,1.9,0.8,2019.5,0.1,0.6,3.3,2.9,2,6.2,2019.4,0,24,0,0.8,1181.6,0,6.5,0,0,1513.2
IMP_C50T52: Wholesale and retail trade; repairs,6,914.4,1377.4,2530,7609.4,814,1179.5,3986.6,5568.8,2979.2,1858.5,2444.2,2328.7,3527.4,28872.7,4260.4,2484.4,759.6,969.6,197.1,533.2,66.4,40.6,334.4,295.8,27.3,60.8,8.7,90.3,505.8,79.8,71.6,195.1,178.6,0,7460.6,0,38.4,10508.5,0,1836.7,0,0,96994.6
IMP_C55: Hotels and restaurants,6,2019.4,1,2019.5,11.2,0.8,1.2,1,2019.2,2.5,1,2019.4,1.5,5.4,2019.7,2019.1,2.8,1.1,1.1,0.2,0.7,0.2,0.1,0.3,0.2,0.1,0.1,0,0.1,0.3,0.1,0.1,0.2,0.2,0,19.3,0,0.2,11.5,0,7672.3,0,0,7776.1
IMP_C60T63: Transport and storage,7,812.3,1846,1856.8,3148,1012.1,806.8,1133.3,2799,1361,1541.8,2269.5,1442.7,2558,10510.4,2987.2,1364,282.2,774.7,349.6,3349.1,1178.8,99.5,1833.5,341.7,194.3,121,8.5,89.9,505.3,400.9,280.5,87.3,276.5,0,3674.2,0,1621.3,1483.8,0,5695.7,0,0,60097.3
IMP_C64: Post and telecommunications,7,10,2019.2,13.7,55.1,10.8,7.6,5.7,32.4,11.3,6,2019.7,36.1,34,259.1,50.8,15.7,2.8,15.8,2019.6,35.3,2019.3,2019.8,2019.9,2019.8,2019.6,2019.6,0.1,1.3,2019.7,15,2019.2,8,2019.4,0,226.5,0,4,74.4,0,3,0,0,1054.2
IMP_C65T67: Financial intermediation,6,315.6,404,596.4,1664.6,350.1,356.8,114.5,1002.9,476.3,585.7,604.2,562.7,736.8,7291.5,1042.1,408.1,225.4,309.8,755,386.2,560.3,167.3,1044.5,150.8,570.4,718.7,9.4,99.6,560,208.1,270.4,88.8,252.8,0,4853.1,0,272.5,1.7,0,7.3,0,0,28024.3
IMP_C70: Real estate activities,6,0.5,0.7,2,2019.2,0.6,0.8,1.2,1.5,1.1,0.8,2019.3,0.7,2019.5,3.1,1.5,0.7,0.2,0.7,0.1,0.6,2019.8,0.6,0.6,2019.1,2019.3,2019.1,0,0.2,2019.1,0.9,0.3,0.2,2019.5,0,24.9,0,0.4,15,0,823.4,0,0,898
IMP_C71: Renting of machinery and equipment,6,4,17.6,5.6,11.1,2.7,5.3,1.8,9.9,7.5,7.7,11.5,2.8,12.5,10.5,19.7,4.8,0.5,5,2.5,40,7.1,1.9,32.3,3.4,8.8,0.7,0.3,2.7,15.2,3,0.5,4,7.6,0,0,0,0.4,4.9,0,365.4,0,0,641.4
IMP_C72: Computer and related activities,7,10.2,8.6,2019.4,27,4.3,32.1,2.5,2019.3,9.6,6.4,14.2,3.5,17.9,96.6,24.4,16.8,2.3,5.2,8.7,2019.4,2019.9,4.6,5.1,12.1,2019.5,2019.9,0,0.5,2019.4,4.1,8.6,5,7.2,0,22.3,0,1.9,90,0,7.2,0,0,610.8
IMP_C73T74: R&D and other business activities,8,46.1,40.6,83.5,83.1,12.3,40.3,10.5,91.2,2019.2,2019.1,57.1,14.1,74.6,106.5,84.9,75.6,7.2,14.4,47.1,106.6,149.3,2019.2,2019.9,62.6,69.2,104.5,2,2019.7,122.1,2019.7,46.3,2019.5,37,0,52.6,0,270.3,2019.4,0,14,0,0,2120.4
IMP_C75: Public administration and defence; compulsory social security,9,5.1,5.3,18.8,22.4,5,15.7,2.9,14,8.1,5.6,8.4,4.7,8.7,39.7,12.1,5.2,1.2,5.4,1.9,9.1,4.9,0.7,5.2,1.7,1.7,2,0,0.6,3.3,1.5,1.5,0.8,1.5,0,27.6,0,7.1,7.2,0,70.4,0,0,336.7
IMP_C80: Education,7,0.9,0.9,2.1,2.7,0.5,2.2,0.3,2.2,1,0.6,1.5,0.5,2.6,5.6,2.2,1.7,0.4,0.5,0.7,1.8,2.1,0.4,0.5,0.9,1,1.4,0,0.3,1.8,0.3,0.7,0.4,0.6,0,2.1,0,3.6,3.5,0,1001.9,0,0,1052.1
IMP_C85: Health and social work,7,1,1.2,2.6,5.6,1,1.9,0.5,3.9,2.6,1.1,2019.2,0.9,3,23.9,4.2,1.6,0.7,1,0.3,1.6,0.6,0.1,0.9,0.4,0.2,0.2,0,0.1,0.8,0.2,0.2,0.2,0.3,0,6.4,0,0.7,7.4,0,275.7,0,0,355.4
"IMP_C90T93: Other community, social and personal services",9,4.2,2019.4,11,19,2.7,7.8,3.6,2019.7,6.2,2019.9,6.8,3.8,2019.8,29.8,7.9,4.9,1.4,3.2,2019.9,4.4,2019.2,2019.2,2019.3,2019.6,2,2019.8,0.1,2019.1,6.5,2019.8,3,2019.3,8.8,0,50.3,0,7.7,12.1,0,1911.4,0,0,2178
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,5341.5,4275.1,1525.5,2025.7,461.6,874.9,4038.1,3951.3,1064.1,1203.8,4381.9,864.2,2366.4,2277,1413,3936.3,304,925.4,2219.8,4383.5,3239.3,2298,7420.8,776.3,3612.8,2729.7,72.3,115.4,1461.7,3196.9,1217.7,1189.6,2479.4,0,65142.8,0,0,0,0,0,995.3,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,218723.8,170982.5,285771.6,320775.2,73713.4,112590.8,158900.8,272735.8,171585.3,150878.4,422287.7,126194.6,280178.6,386130.6,204078.1,188707.9,45582.5,48210.9,242503.3,498059.4,120349.9,102508.9,192495.6,58774.5,54809,67597.8,2164.1,22036.7,125986.7,85167.4,59237.6,87373.1,89330.7,0,1060653.4,0,394201.5,1100716.1,-18021.7,26599.7,34570.1,987685.6,807327.1
VALU: Value added at basic prices,,296159.6,147263.9,96057.7,83604.5,22056.7,33952,28921.1,93331,33193.8,45893,98988,32831.9,82324.4,70910.5,43631.4,40428.9,15176.2,40212.4,98303.7,151240.8,204083.1,57808.9,140797.3,66773.6,97963,127332.9,1512.9,11982.6,86238.8,93858.7,79926.4,41066.1,71469.7,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,514883.5,318246.5,381829.3,404379.7,95770.2,146542.9,187821.9,366066.8,204779.1,196771.5,521275.6,159026.5,362503,457041.2,247709.5,229136.9,60758.7,88423.4,340807,649300.3,324433,160317.8,333292.9,125548.1,152772,194930.7,3677,34019.3,212225.6,179026.1,139164,128439.2,160800.4,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:05 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
