"IMP_C30T33X: Computer, Electronic and optical equipment",3,65,530,76.8,168,22.4,348.8,67.7,370.3,152.7,130.6,315.6,88.2,2549.2,106500,4377.1,960.1,695.2,153.2,268.1,281,112,8.7,93.4,1545.7,83.8,147,26.3,324.1,1594.8,160,177.2,70.2,470.9,0,9178.3,0,3.1,29407,454.8,775.2,0,0,162752.2
"IMP_C31: Electrical machinery and apparatus, nec",3,8.8,156.7,31.6,98.8,19.6,54.3,14.4,74.2,49.7,37.9,178.1,57.6,1319.8,7413.4,4578.7,673.8,322,71.7,99.1,168.3,2019.4,8.1,7.6,108.9,2.2,32.1,1.6,2019.3,94.8,3.4,4.8,8.6,2019.1,0,1719.7,0,0.3,4718.7,2.8,21.5,0,0,22213.4
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,23.4,120,36.4,68.9,27.3,66.3,19.9,66.3,57.4,46.8,209.4,65.8,358.6,266.7,102.5,5205.2,78.5,70.7,8.4,2019.8,2019.7,1.3,2019.5,2019.3,1.5,7.3,0.3,3.8,2019.6,2019.3,2.7,2.7,2019.3,0,815,0,0.9,4539.9,241.4,16.5,0,0,12616.4
IMP_C35: Other transport equipment,3,194.5,50.9,7.5,11.2,1.6,48.3,2.9,10.5,23,11.7,171.4,12.3,271.5,236.7,57.1,64.1,2373.9,17.9,1.4,4.9,4.1,0.2,2019.2,4.1,0.6,1,0,0.5,1.7,0.5,0.8,1,2019.6,0,1018.2,0,1,2725.8,69.5,7.8,0,0,7446.9
IMP_C36T37: Manufacturing nec; recycling,3,16.3,34.8,21.5,59.7,21.7,153.5,4.1,46.5,56.6,58.9,124.8,157.2,156.1,249.7,121.1,65.8,18.6,233.7,0.6,2019.2,0.4,0.1,0.6,1.5,0.2,0.6,0,0.4,1.9,0.5,0.4,0.9,0.8,0,349,0,0.4,406.1,13.9,1344.7,0,0,3728.6
"IMP_C40T41: Electricity, gas and water supply",4,2019.9,57.7,14.3,2019.3,6.4,2019.2,32.4,65.3,2019.6,36.9,63.8,2019.3,48.4,46.6,29.5,2019.6,5.6,2019.4,1.1,3.7,0.8,0.2,2019.8,0.9,0.4,0.9,0,0.2,2019.1,0.4,0.3,0.8,0.5,0,31.5,0,1.5,60.9,0.8,8.5,0,0,643.6
IMP_C45: Construction,5,5.5,9.4,4.1,8.7,2.1,2.5,6.4,10.1,4.4,5.2,11.3,5.7,34.9,57.9,28.6,14.5,6.7,3.4,1.1,2019.9,1.2,0.9,2019.4,2.3,1,2019.1,0,0.6,2.7,2.5,2019.1,2019.9,2019.2,0,2019.8,0,0.6,1095.7,0.6,7.4,0,0,1389.5
IMP_C50T52: Wholesale and retail trade; repairs,6,871.7,1119.6,2138.9,6907.4,502.6,927.7,3191.5,4710.6,2388.4,1319.4,1575.9,1646,2774.5,23663.4,3220.4,1922.6,570,1013,148.2,415.2,43.2,32.5,270.9,292.7,25,67.4,5.7,69.6,341.5,54.9,47.1,181.2,130.3,0,6647.2,0,27.9,9444.7,304.3,1700.8,0,0,80713.8
IMP_C55: Hotels and restaurants,6,2019.1,0.9,12.1,2019.4,0.5,1,1.4,2019.3,2,0.9,2019.7,1.4,2019.1,14.2,2019.2,2.2,0.8,1.2,0.2,0.5,0.1,0.1,0.3,0.2,0.1,0.2,0,0.1,0.3,0.1,0.1,0.2,0.2,0,23.7,0,0.2,9.6,0.9,7304,0,0,7406.3
IMP_C60T63: Transport and storage,7,818.5,1700.4,1521.2,2506.3,519.3,668.7,979.1,2405.8,1108.3,1221.8,1590,1147.6,2102.1,8921.7,2378.8,1141.2,205.4,829.7,323.9,2526.9,693.2,98.6,1794.9,358,186.6,185.4,6.5,80.4,395.9,355.7,215,81.7,241.4,0,3529.5,0,1204.8,1381.2,81.6,4024.8,0,0,49531.8
IMP_C64: Post and telecommunications,7,2019.2,2019.3,11.3,41.3,4.4,5.6,4.7,2019.7,9.9,5.2,2019.1,2019.4,2019.5,220.9,45.8,15,1.9,16.9,2019.1,30.8,2019.1,2019.5,2019.6,2019.8,2019.8,2019.9,0.1,1.3,2019.5,2019.7,2019.2,2019.3,2019.2,0,168.6,0,4,59.9,0.2,3.1,0,0,868.6
IMP_C65T67: Financial intermediation,6,320.3,374.5,471.7,1208.5,181.9,268.4,103.2,812.3,371.7,461.6,390.2,417.3,618.5,5936,805.2,340.9,187.7,284.8,507.4,258.4,333.5,129.6,801.8,139.6,455.6,999.7,6.1,75.2,370.3,165.1,152.9,69.5,181.2,0,3447.4,0,170.9,1.6,0,8,0,0,21828.2
IMP_C70: Real estate activities,6,0.4,0.7,1.8,2019.8,0.6,0.8,1.6,1.4,1,0.8,2019.1,0.7,2019.4,2.3,1.2,0.6,0.2,0.8,0.1,0.4,2019.3,0.6,0.5,2019.4,2019.5,2019.8,0,0.2,1,2019.5,0.3,0.2,2019.6,0,28.2,0,0.2,17.6,0.1,786.4,0,0,866.1
IMP_C71: Renting of machinery and equipment,6,7.3,21.5,5.7,10.8,3,5,2,10.5,7.2,7.5,9.6,2.7,12.2,11.2,17.1,4.8,0.4,4.6,2.6,38.5,5.8,2.1,34.8,5.7,10.7,1.5,0.2,2.9,14.4,3.3,0.5,4.8,7.9,0,0,0,0.5,4.5,0.1,272.9,0,0,556.6
IMP_C72: Computer and related activities,7,10.4,8.5,21.2,22.6,3.3,26.2,2.5,22.9,8.6,5.8,11.1,2.9,15.9,88.7,20.2,14.8,1.9,5.9,7,2019.2,2019.9,4.4,5.2,12.8,2019.4,28,0,0.5,2019.7,4,6.3,4.8,6.4,0,20.9,0,2.3,81,1.1,11.7,0,0,555.9
IMP_C73T74: R&D and other business activities,8,45.5,38.3,72.3,65.5,10.6,33.3,9.2,82.6,2019.4,2019.3,44.8,11.2,61.6,92.7,66.4,64.4,5.3,14.8,36.6,92.1,91.1,2019.3,2019.4,63.9,61.2,151.2,1.6,2019.3,95,2019.9,32.7,2019.8,2019.8,0,44.6,0,248.6,16.1,0.7,15.9,0,0,1857.7
IMP_C75: Public administration and defence; compulsory social security,9,5.2,4.8,16.1,19.4,3,13,2.3,13.3,7.3,4.4,5.8,3.6,7.1,33.9,9.8,4.2,0.9,5.7,1.5,6.9,2.9,0.6,4.8,1.8,1.5,2.9,0,0.5,2.5,1.3,1.1,0.8,1.3,0,24.9,0,5.9,6.2,0.8,69.4,0,0,297.1
IMP_C80: Education,7,1,0.9,2.1,2.5,0.4,2,0.3,2.3,1,0.6,1.2,0.4,2.3,5.3,2,1.6,0.3,0.6,0.7,1.8,1.6,0.4,0.6,1.1,1,2.5,0,0.3,1.7,0.4,0.6,0.5,0.6,0,2.1,0,4,3.4,0.1,953.4,0,0,1003.6
IMP_C85: Health and social work,7,1.1,1.1,2.4,5.1,0.6,1.8,0.5,4.5,2.7,0.9,2019.6,0.8,2019.6,25.4,3.6,1.4,0.5,1.1,0.2,1.1,0.3,0.1,0.7,0.5,0.2,0.3,0,0.1,0.6,0.2,0.1,0.3,0.3,0,6.3,0,0.5,8.3,0.2,252.1,0,0,330.1
"IMP_C90T93: Other community, social and personal services",9,2019.5,4.4,10.1,16.5,1.9,6.4,2.4,2019.6,5,3.2,2019.1,2.9,2019.3,23.3,6,4,1,3.3,4.5,2019.8,4.5,2019.6,2019.3,4,2019.4,6.6,0.1,1.4,7,2019.3,2019.2,3,10.9,0,57.8,0,2019.4,9.7,0.5,1849,0,0,2107.8
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,4448.6,3580.3,928.5,1518.8,316.5,685.3,3920.2,3166.9,859.7,1028.7,3333.1,595.3,1756,1443.3,995.8,3374.3,247.1,508.5,2139,3697.5,2761.9,1977.9,6724.3,690,2655.9,2366.4,63.1,76.6,1258.9,2774.8,1031.3,1041.4,2118.2,0,54983.1,0,0,0,0,0,419.8,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,198713.9,137904.5,218446.9,250418.9,53012.9,94571,131135,234625.3,139523.3,117894.1,290035.4,94935.5,220364.3,308311,150899.1,149704.1,38826.6,49085.8,183581.3,375897.2,75849.3,87767,173657.3,63207.4,49227.2,90131.2,1573.8,18550.8,93202.4,75511.4,43261.7,80048.8,75964.1,0,917316.2,0,326491.2,904929.5,14094.7,23281.1,29943.3,765956.8,669710.8
VALU: Value added at basic prices,,269155.7,122339.2,82450.6,71467.2,15658,30006.5,22991.1,81632.1,30855.8,39846.7,70813.7,26065.5,67103.8,58537.8,38364.6,35427.2,12793.2,24963.1,80778.9,122820.9,167675.5,49224.9,119542.3,56597.8,71625.2,101564.6,1215.3,9351,68753.6,80202.7,67699.7,34616.2,60674.2,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,467869.6,260243.7,300897.5,321886.1,68670.9,124577.5,154126.2,316257.4,170379.2,157740.8,360849.1,121001,287468.1,366848.9,189263.7,185131.4,51619.8,74048.9,264360.2,498718.1,243524.8,136991.9,293199.7,119805.2,120852.3,191695.8,2789.1,27901.8,161956,155714.2,110961.5,114665,136638.3,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:05 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
