"IMP_C30T33X: Computer, Electronic and optical equipment",3,72.2,441.8,67.4,171.6,22,283.1,73.6,363,147.8,128.5,284.7,86.5,2119.3,80653.3,3177.6,735.2,557.5,128.7,220.1,285.5,159.4,7,75.7,1267,87.6,74.1,20.4,295.5,1271.4,111.2,141.6,49,350.4,0,8282.2,0,2.5,27656.7,1453.5,744.5,0,0,132069.2
"IMP_C31: Electrical machinery and apparatus, nec",3,11.5,149.4,33.5,110.1,20.3,50.4,23.8,78.8,48.3,39.4,163.9,61.2,1215.8,7867.2,4110.9,572.5,308.6,62.7,96.4,190.5,22.1,8.6,8.4,116.1,2.8,26.7,1.5,2019.2,91,3.5,5.5,6.6,16.5,0,1938.3,0,0.3,4795.1,93.9,16.9,0,0,22390
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,29.3,128.6,47.5,81.7,31.3,74.5,27.8,73.5,57.9,47,202.1,78,378.6,277,110.6,5270.9,66.5,64.7,2019.7,2019.7,2019.9,1.3,2019.2,2019.7,2,2019.9,0.3,4.7,20.2,2019.3,2.9,2.1,2019.1,0,815,0,0.9,5107.5,390.7,15.8,0,0,13505.5
IMP_C35: Other transport equipment,3,165.6,48,6.1,9.1,1.2,39.5,2.6,8.2,16,10,123.7,10.4,208.7,194.9,47.4,47.7,1815.8,18.1,1.2,4.3,2.8,0.1,2019.8,3.7,0.4,0.6,0,0.4,1.4,0.4,0.5,0.7,6.6,0,735.8,0,0.7,2349,138.1,4.9,0,0,6047.4
IMP_C36T37: Manufacturing nec; recycling,3,20.1,30.8,20.5,54,20.2,126.6,4.8,43.3,44.9,47.8,104,138.8,131.2,213.2,99.3,56.6,20.4,163.9,0.5,2019.4,0.5,0.1,0.6,1.2,0.2,0.4,0,0.4,1.5,0.4,0.4,0.8,0.7,0,358.6,0,0.3,382.7,41.9,1175.2,0,0,3312.3
"IMP_C40T41: Electricity, gas and water supply",4,2019.3,44.2,2019.9,2019.2,2019.9,2019.3,24.9,57,2019.5,2019.1,52.9,2019.1,43.3,50.2,28.7,16.1,5.2,5.5,1,2019.7,0.9,0.2,2019.6,0.8,0.3,0.6,0,0.2,1,0.3,0.2,0.6,0.4,0,38.5,0,1.2,66.5,2.3,11.7,0,0,600
IMP_C45: Construction,5,5.2,6,3.1,6.5,1.9,1.9,7.7,7.2,2.8,4.1,8.9,4.8,23.4,77.1,34.5,10.1,5,3.1,1.1,2019.1,1.4,1,2019.3,2.5,1,7.6,0,0.6,2.6,2,2019.4,2019.3,1.9,0,2019.2,0,0.7,946.3,1.7,3.1,0,0,1224.1
IMP_C50T52: Wholesale and retail trade; repairs,6,838.6,758.3,1836.5,6098.2,451.3,808.6,2416,3772.4,1926.6,928.5,1346.1,1293.8,2575.9,20563.7,2724.7,1770.9,534.6,759.2,125.3,435.8,68.4,2019.5,221.2,275.8,27.7,42.8,5,72,309,46.8,44.2,141.4,114.6,0,6434.9,0,25.5,10341.7,740.7,1483.1,0,0,72388.4
IMP_C55: Hotels and restaurants,6,2019.9,0.7,2019.5,2019.1,0.4,0.8,1.1,2019.6,1.6,0.7,2019.4,1.1,2019.9,12.1,2019.6,1.9,0.7,0.9,0.1,0.5,0.1,0.1,0.2,0.2,0.1,0.1,0,0.1,0.2,0.1,0.1,0.2,0.2,0,23.4,0,0.2,11.2,1.6,6818.5,0,0,6914.1
IMP_C60T63: Transport and storage,7,806.1,1266.5,1311.2,2112.7,451.9,599.2,995.6,2034.4,888.4,1003.3,1376.5,1064.6,1762.2,7084.9,2039.3,882.5,187.3,636.9,307.2,2153,752.4,86.5,1661.4,266.2,177.6,140.1,5.2,75.3,324,328.5,195.1,57.3,201.6,0,3280,0,1040.7,1343.8,175.6,3895.2,0,0,42970.2
IMP_C64: Post and telecommunications,7,2019.5,2019.2,9,36.1,3.1,3.9,4.3,2019.1,7.8,4,19.1,15.3,2019.2,165.4,40.1,11.6,1.6,10.9,2019.4,27.8,2019.9,1.9,2019.2,2019.1,2019.5,2019.6,0.1,1.1,5,2019.8,2019.7,4,2019.2,0,121.6,0,3.1,46.6,0.5,2.9,0,0,662.2
IMP_C65T67: Financial intermediation,6,308.7,269.2,382.5,1021.4,139.3,204.4,112.9,607,279.3,345,277.9,315.6,489.8,4455,636,239.7,148.7,192.7,355.3,220.3,418.5,106.7,628.2,100.2,385.9,733.2,4.4,64.1,276,148.2,101.1,38.5,136.2,0,2704,0,116.8,1.5,0.1,7.6,0,0,16972.1
IMP_C70: Real estate activities,6,0.3,0.5,0.8,2019.9,0.4,0.6,1.5,1.1,0.7,0.6,2019.6,0.6,1.1,1.9,1,0.5,0.1,0.5,0.1,0.3,2019.4,0.4,0.4,0.9,2019.3,1,0,0.2,0.7,2019.8,0.2,0.1,2019.2,0,23.5,0,0.2,14.1,0.1,729.6,0,0,793.4
IMP_C71: Renting of machinery and equipment,6,7.7,13.9,4,8.4,2.1,3.3,1.7,7.1,4.5,4.5,6,1.9,8.2,8.3,10,3.2,0.5,2.6,1.6,29.1,6,1.6,23.1,4.7,8.6,0.9,0.2,2.2,9.5,2.4,0.4,2.6,5.3,0,0,0,0.4,5.3,0.3,228.8,0,0,430.7
IMP_C72: Computer and related activities,7,8.2,5.8,16.2,19.3,2.5,21.4,2.2,17,6.5,4.5,8.6,2.3,12.2,72.7,15.2,9.7,1.8,4.8,4.8,2019.3,2019.4,3.5,4.5,8.4,8.5,2019.6,0,0.4,2019.3,3.6,4.6,2.8,4.8,0,17.6,0,1.5,71.3,2.1,3.5,0,0,440.5
IMP_C73T74: R&D and other business activities,8,35.9,2019.4,53.9,56.8,7.8,24,8.1,59.7,18.5,13.3,34.3,8.6,44.9,70.4,45.9,41,5.3,11.7,25,87.7,94.6,2019.1,2019.8,41,46,97,1.1,2019.2,70,18,2019.8,14.1,24,0,39.5,0,240.1,2019.6,1.5,9.3,0,0,1478.1
IMP_C75: Public administration and defence; compulsory social security,9,5,4,14.5,16.3,2.6,10.9,2.7,10.1,5.1,3.9,5.2,3.6,6.3,28.2,8.6,3.3,0.9,4.4,1.4,6.7,3.4,0.6,5,1.3,1.3,2,0,0.5,2,1.3,0.9,0.5,1.1,0,24.7,0,5.4,6,1.4,55.4,0,0,256.6
IMP_C80: Education,7,0.7,0.5,1.5,1.9,0.3,1,0.3,1.6,0.7,0.4,0.8,0.3,1.6,3.9,1.3,1,0.3,0.4,0.4,1.3,1.3,0.3,0.4,0.6,0.6,1.2,0,0.2,1,0.3,0.3,0.2,0.3,0,1.9,0,2.9,3.3,0.2,862.6,0,0,897.7
IMP_C85: Health and social work,7,1.2,0.9,2.2,4.6,0.6,1.1,0.5,4,2.2,0.8,1.3,0.7,2.4,21.7,3.2,1.2,0.5,0.8,0.2,1.2,0.4,0.1,0.8,0.4,0.2,0.2,0,0.1,0.6,0.2,0.1,0.2,0.3,0,6.5,0,0.5,9.1,0.6,197.8,0,0,269.4
"IMP_C90T93: Other community, social and personal services",9,2019.1,2019.6,7.9,12.8,1.6,4.6,2.5,2019.5,4.1,2.7,2019.7,2.7,6,19.9,5.4,3.4,1,2.4,2019.8,2019.2,2019.1,2019.6,6.9,2019.3,2019.6,2019.6,0.1,1.6,2019.3,2019.2,2019.5,2019.5,2019.8,0,66.8,0,2019.4,10.4,1,1576.7,0,0,1832.2
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,3428.6,2741.7,663.8,1565.9,277.2,782.6,2488.6,2813.9,857.1,892.1,2718.6,626.2,1796.3,1492.4,977.7,2869.8,215,569.9,1820.4,3238.6,2434,1774.3,5546.7,565.9,2370.6,1847.3,55.7,89,986.8,2270,849.7,819.9,1720.1,0,47068.2,0,0,0,0,0,288.5,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,186998.8,94731.2,171530.7,207106.7,39929.2,80114.6,101469.7,191565.5,107300.7,87054.2,227797.1,79201.2,178374.2,232269,114136.8,112366.5,31341.1,33809.5,124612.9,321865.7,85783.2,72518.4,139436.7,48900.7,41655.9,59836.3,1202.3,16514.6,72557.2,65066.3,35932.3,52584.6,61917.2,0,807041.3,0,271659.7,782556.8,36173,21251.5,26155.9,600055.9,574734.4
VALU: Value added at basic prices,,254095,89000.8,69656.7,60973.3,12710.4,29061.8,18321.7,67191.6,26950.8,32706.1,59866.8,22268.8,57874.1,49117.6,30662.3,29269.7,10188.6,23934.2,68334.2,101324.6,147343.2,42301.3,103002.4,47796.9,62488.9,84433.5,1034.1,7677.3,58098.3,67020.4,55699.8,28800.6,49430,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,441093.8,183732.1,241187.4,268080.1,52639.7,109176.5,119791.5,258757.1,134251.5,119760.4,287664,101470,236248.4,281386.6,144799.2,141636.2,41529.7,57743.7,192947.2,423190.3,233126.4,114819.7,242439.1,96697.6,104144.7,144269.8,2236.4,24191.9,130655.5,132086.7,91632.1,81385.1,111347.2,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:04 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
