"IMP_C30T33X: Computer, Electronic and optical equipment",3,51.2,226.2,44.1,161.2,21.5,70.5,47.5,214.7,104,88.2,142.6,45.3,954.3,35171.7,990.5,192.9,312.4,219.1,67.8,176,219.5,3.6,39.2,556.6,92.7,6.2,7.5,153.1,505.7,35.9,53.4,17.8,165,0,5618.9,0,3.1,15107.3,1299,556,0,0,63742
"IMP_C31: Electrical machinery and apparatus, nec",3,11.3,120.2,22.5,95,11.4,19.4,26.1,57.8,30.9,24.3,43.9,43.9,503.7,6037.6,1550.8,166,128.4,46.5,35.9,133,38.1,5.2,6.6,64.8,3.1,9.2,0.4,8.5,28,2.2,4.7,2.1,5,0,1582,0,0.3,1523.6,7.7,8.3,0,0,12408.8
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,33.9,160.5,59.8,65,23.5,60.7,18.2,51.7,36.2,18.9,63.6,57.8,218.5,174.7,74.6,2623.5,38.9,30.2,3.6,2019.9,21.7,0.3,2019.5,2019.8,2.2,2.8,0.1,2.7,8.9,2019.7,1.6,0.7,3.7,0,284.2,0,1.3,2125.9,134.3,6.7,0,0,6446.5
IMP_C35: Other transport equipment,3,119.5,40.9,5.7,9.1,0.9,32.6,1.5,6,12,7.3,63.7,9.8,157.1,221.1,39.7,31.6,1334.3,13.3,0.9,5.1,5.9,0.1,33.3,4.4,0.5,0.3,0,0.5,1,0.5,0.7,0.3,8.6,0,593.5,0,1.6,1827.9,87.9,3.1,0,0,4682.2
IMP_C36T37: Manufacturing nec; recycling,3,20,24.3,15,44.7,10.3,77.6,4,25.1,20.2,19.2,40.6,124.8,61.4,134,43.9,16.3,12.3,102.3,0.3,2019.3,0.7,0.1,0.3,0.7,0.2,0.2,0,0.2,0.7,0.3,0.2,0.3,0.5,0,289.2,0,0.7,117.2,21.7,924.1,0,0,2156.7
"IMP_C40T41: Electricity, gas and water supply",4,2019.4,2019.3,2019.1,2019.9,2.9,5,2019.8,2019.8,2019.8,10,2019.4,10.5,2019.2,28.3,2019.6,2019.2,2.3,3.4,0.4,2019.9,0.7,0.1,0.8,0.3,0.2,0.2,0,0.1,0.3,0.2,0.1,0.1,0.1,0,25.3,0,0.8,29.5,0.8,3.1,0,0,265
IMP_C45: Construction,5,6.1,4.4,1.9,5.7,1.6,1.1,1.5,3.6,1.7,2,2.6,2.4,15.5,52.1,15.4,5.4,3.1,3.4,0.6,3.3,2019.5,2019.6,2019.6,2,2019.8,2019.8,0,0.5,1.7,2019.2,2019.9,1.8,2019.1,0,13.4,0,0.5,735.9,0.8,3.2,0,0,915.4
IMP_C50T52: Wholesale and retail trade; repairs,6,556.1,423.1,1063.8,4735.1,262.5,436.5,819.2,2037,1009.7,362,526,654.2,1360.8,9876.5,1354.2,823.5,325.8,605.1,60.6,318.8,104.4,2019.5,124.4,131.5,28,8.5,1.9,38.4,126.5,2019.6,2019.7,64.1,66,0,4986.1,0,13.8,5579.4,483.5,968,0,0,40398.7
IMP_C55: Hotels and restaurants,6,1.5,0.6,6.3,6.5,0.2,0.5,0.4,2,0.9,0.4,0.5,0.7,2.7,7.5,1.6,1.1,0.6,0.6,0.1,0.4,0.2,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0,14.7,0,0.1,8.1,0.7,5378.2,0,0,5437.9
IMP_C60T63: Transport and storage,7,509.7,649.4,837.3,1504.3,263.7,376.3,506.4,1093.3,475,447.7,574.8,661.7,832.4,3058.2,974.1,360.4,82.8,444.8,277.3,1062.6,430,62.8,1207.7,82,141.5,57.8,1.9,39.7,131.1,260.7,143,29.8,134,0,2357.2,0,511.9,740.2,96.8,2901.1,0,0,24321.2
IMP_C64: Post and telecommunications,7,3,2019.8,11.9,46.8,2.7,2.8,2.5,2019.8,7.8,4.1,16.7,6.6,2019.1,95.2,41.3,10.8,1,11.9,2,39.7,15,2,2019.6,2019.9,2019.3,2.5,0.1,1.1,3.8,10.6,2019.5,2.1,2019.3,0,73.2,0,7.9,2019.1,0.4,3,0,0,525.9
IMP_C65T67: Financial intermediation,6,257.1,238.7,323.1,877.2,83.5,138.3,83.2,344.3,202.9,204.9,90.2,158.5,358.3,1300.6,412.8,125,63.9,151.8,115.2,142.6,520.6,61.5,320.9,35,253.5,293.9,1.4,27.7,91.6,120.7,10.8,7.7,71,0,1149.5,0,0.5,0.8,0,6.7,0,0,8645.7
IMP_C70: Real estate activities,6,0.2,0.2,0.5,1.1,0.2,0.3,0.2,0.5,0.4,0.1,0.7,0.1,0.5,0.9,0.5,0.2,0.1,0.6,0,0.1,2019.9,0.2,0.2,0.4,2019.7,0.4,0,0.1,0.3,2019.5,0.2,0.1,1,0,24.2,0,0.1,8.7,0,592.1,0,0,642.5
IMP_C71: Renting of machinery and equipment,6,9.3,11.4,2.4,6.2,1.4,1.8,0.7,3.6,2.1,1.8,2.1,0.8,3.7,4.8,2.1,1.4,0.3,0.9,0.8,24.7,8.7,1.3,13.3,4.1,9.8,0.5,0.1,1.2,4.1,2.4,0.3,1.2,3.9,0,0,0,0.1,3,0.1,184.1,0,0,320.3
IMP_C72: Computer and related activities,7,5.1,4.4,10.6,12.7,1.3,11.5,0.9,7.8,3,2.5,4.6,1.1,5.9,34.5,8.1,3.5,1.3,4.5,1.9,2019.6,20,3.3,4.8,2.8,5.4,9,0,0.2,8.8,4.6,2.8,1.1,4.1,0,12.2,0,1.7,41.3,1.5,3.3,0,0,273.5
IMP_C73T74: R&D and other business activities,8,2019.5,2019.6,32.9,37.3,4.1,11.1,3.3,2019.7,9,7.2,2019.4,3.6,2019.4,34.3,19.9,13.5,3.6,9.8,9,107.7,98.2,16.5,23,11.9,2019.1,44.9,0.5,9.8,32.3,22,13,5,19.2,0,27,0,370.5,9.6,0.7,7.2,0,0,1145.4
IMP_C75: Public administration and defence; compulsory social security,9,2.7,2.3,6.5,8.8,1.2,5.6,1.4,4.9,2.3,1.8,2.2,2.5,3.2,12.6,4.6,1.3,0.4,3,1,4.5,3.2,0.5,3.7,0.5,1,1.1,0,0.3,1,1.2,0.7,0.2,0.8,0,13.7,0,6.9,2.9,0.7,48.7,0,0,159.8
IMP_C80: Education,7,0.6,0.6,1.1,1.7,0.2,0.6,0.1,1,0.4,0.3,0.5,0.3,1.7,2.9,1,0.7,0.3,0.4,0.2,2.3,2.1,0.3,0.5,0.3,0.5,0.9,0,0.2,0.7,0.5,0.3,0.1,0.4,0,1.6,0,7.2,4,0.1,617,0,0,653.7
IMP_C85: Health and social work,7,0.6,0.5,1,2.3,0.2,0.5,0.2,1.4,0.8,0.2,0.4,0.3,1.3,10.9,1.2,0.5,0.3,0.5,0.1,0.8,0.4,0.1,0.3,0.2,0.2,0.1,0,0.1,0.3,0.1,0.1,0.1,0.2,0,4,0,0.6,5.9,0.4,143.2,0,0,180.2
"IMP_C90T93: Other community, social and personal services",9,1.7,2019.6,3.2,6.6,0.7,2,0.8,2019.4,1.5,0.9,2019.3,1.1,2019.5,9.3,2.3,1.2,0.5,1.4,2.2,2.6,7.5,0.6,1.4,2019.1,1.4,0.7,0,0.8,2019.6,2019.5,2,0.8,2019.2,0,37.7,0,9,5.3,0.5,1402.2,0,0,1529.1
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,2785.7,2374.8,587.6,1224.8,188.4,753.8,1483.1,1928,668.9,601.2,1921.5,480.5,1382.8,1082.7,642.9,2011.3,135.5,487.3,1416.9,2549.7,2028.7,1387.1,4444,386.9,2043.5,1385.6,31.7,48.2,528,1902.4,685.2,699.6,1374.1,0,37776.2,0,0,0,0,0,24.2,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,146331.2,67470.1,104834.8,140326.1,22386.2,56013.6,61005.9,126604.8,62228.6,46625.7,139226.1,54612.5,115400.9,129750.2,64559.4,62468.2,20262.3,36912.7,54836.8,257694.5,104317.5,49775.3,98006.2,27501.7,33477.4,25554.9,518.7,9786.8,32913.9,58929.5,30229.1,25790.7,50193.5,0,662150.6,0,226921.4,527044.7,21669.1,16440.1,21805.6,330211.5,314613.8
VALU: Value added at basic prices,,197011.2,71555.6,49098.9,44387.8,8339.5,27278.1,10878.4,45465.8,20566.8,21948.1,42372.1,16291.5,43126.5,34709.3,19666.6,19892.8,6442.3,22040.2,49620,75559.2,118729,31535.8,83303.4,32376.1,53689.9,63203.8,565.5,3925.7,31200.9,57065.7,46034.4,24245.8,40049.2,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,343342.4,139025.8,153933.8,184713.9,30725.7,83291.7,71884.3,172070.6,82795.4,68573.8,181598.2,70904,158527.5,164459.5,84226,82361,26704.7,58952.9,104456.8,333253.7,223046.4,81311.1,181309.6,59877.9,87167.3,88758.7,1084.2,13712.5,64114.8,115995.3,76263.5,50036.5,90242.7,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:04 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
