"IMP_C30T33X: Computer, Electronic and optical equipment",3,40.5,162.2,49.1,122.9,15.1,64.3,38.9,214.1,95.9,88.5,149.8,47.4,692.8,23563.8,1285.9,212.2,328.1,101.1,117.3,159.6,262.9,7.1,28.2,327.7,57.1,11.4,5,106.1,343,39.5,72.4,17.6,143.9,0,3938.6,0,0.2,10350.8,253.6,453.8,0,0,43968.5
"IMP_C31: Electrical machinery and apparatus, nec",3,10.5,86.7,19.5,73.3,7.2,16.9,17.8,52.2,26,22.5,46.7,40.6,369.1,4034.4,1513.8,155.1,121.8,23.7,47,108.8,48.6,5.3,4,39.3,1.7,2019.2,0.2,4.9,2019.7,2.3,5,1.8,5.1,0,1147.1,0,0,1064.2,82.3,8.1,0,0,9240.3
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,17.6,68.9,36.3,33.6,11.6,32.9,9.6,37.8,21.5,16.4,42.7,34.4,127.8,104.6,52.7,1612.9,31,11.7,2019.5,4.5,2019.2,0.2,2019.3,2019.4,0.7,2019.5,0.1,1.2,2019.8,2019.7,1.2,0.4,2019.9,0,122.9,0,0.2,1139.5,102.1,5,0,0,3726.2
IMP_C35: Other transport equipment,3,78,21.4,3,4.5,0.4,17.9,2.2,3.9,6.4,3.6,37.3,4.8,75.6,101,21.6,19.8,833.8,3.2,0.8,2.6,2.6,0,2019.3,1.9,0.2,0.1,0,0.2,0.5,0.2,0.4,0.2,3.4,0,323.2,0,0.1,1052.9,99.4,6.6,0,0,2745.9
IMP_C36T37: Manufacturing nec; recycling,3,16.8,18,20,47.5,6.9,60.2,3.5,26.6,17.5,22.9,46.5,90.6,41.9,100.8,58.3,17,9.2,69.3,0.4,2.5,0.7,0.1,0.2,0.4,0.1,0.1,0,0.1,0.3,0.2,0.2,0.3,0.4,0,224.7,0,0,85.5,12.4,751.6,0,0,1753.6
"IMP_C40T41: Electricity, gas and water supply",4,2019.6,2019.2,2019.2,2019.1,5.2,10.9,11,55.1,2019.4,2019.4,36.2,2019.1,2019.5,2019.3,17,2019.9,3.1,4.3,0.7,2019.5,0.8,0.1,0.9,0.2,0.1,0.2,0,0.1,0.2,0.3,0.2,0.1,0.2,0,37.1,0,0.4,19.6,1,4.4,0,0,400.6
IMP_C45: Construction,5,5.7,2.5,1.8,4,1.8,0.9,1.2,3.1,1.3,1.4,2.4,1.5,7.1,33.8,13.1,3.3,1.9,2.4,0.7,2,2019.1,1.4,2019.5,1.3,0.8,2019.5,0,0.3,0.9,2019.9,2019.7,1.3,2019.9,0,9.6,0,0.2,668.5,1.5,3.6,0,0,799
IMP_C50T52: Wholesale and retail trade; repairs,6,500,287.2,969,4282.3,201.9,343.5,1168.7,1789.4,852.1,333.4,467.1,487.5,870.8,6309.2,1315.7,609.3,262.4,444.2,81.7,236.1,110.4,17,77,73.5,14.6,10.8,1.2,24.1,77.7,2019.1,26.6,52.6,59.4,0,3741.8,0,6.2,3531.8,357.1,785.4,0,0,30802.1
IMP_C55: Hotels and restaurants,6,1.8,0.3,7,5.1,0.1,0.3,0.4,1.9,0.8,0.3,0.4,0.4,2019.4,5.4,2019.3,0.8,0.4,0.4,0.1,0.2,0.2,0.1,0.1,0.1,0,0.1,0,0,0.1,0,0,0.1,0.1,0,13.2,0,0,4.8,0.8,4740.2,0,0,4788.6
IMP_C60T63: Transport and storage,7,425.3,469.5,621.1,1190.6,184.5,268.5,343.2,893.1,379.8,415.2,513.2,530,534.3,1828.2,783.8,305.3,74,259.8,331.2,641.4,391.6,62.6,761.1,45,66.2,71.1,1.2,24.3,78.7,227.3,151.2,23.8,110.7,0,1569,0,259.2,473.5,81.5,2506.7,0,0,17896.3
IMP_C64: Post and telecommunications,7,1.3,5,5.1,18.7,1.2,1.5,1,7.2,3.9,1.8,10,3.6,2019.7,35.7,2019.6,5.5,0.7,4.6,1.4,2019.4,7,1.1,1.7,1.5,2019.9,1.5,0,0.3,1.1,2019.3,2,1,2019.7,0,28,0,0.3,9.4,0.2,3.4,0,0,219.6
IMP_C65T67: Financial intermediation,6,186,193.9,286.8,722.2,67.6,111.6,60.1,323.2,179.8,153,255.8,165,293.7,1095.8,420.8,129.1,82.9,119.3,153.7,102.7,515.7,67.2,203,20.7,143.5,400.5,0.7,15,48.5,105.8,11.6,6.1,61.4,0,998,0,0.1,0.4,2.2,6.8,0,0,7710.1
IMP_C70: Real estate activities,6,0.1,0.1,0.2,0.3,0,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.4,0.3,0.1,0,0.1,0,0.1,0.6,0.1,0,0.1,0.3,0.2,0,0,0.1,0.7,0.1,0,0.2,0,4.8,0,0,2.3,0,528.4,0,0,540.6
IMP_C71: Renting of machinery and equipment,6,2.9,2.3,0.9,1.9,0.4,0.6,0.3,1.3,0.7,0.5,0.7,0.3,1.1,2.1,0.9,0.6,0.2,0.2,0.4,6.4,2.9,0.5,3.3,1,1.7,0.2,0,0.3,0.9,0.7,0.1,0.4,1.2,0,0,0,0,1.7,0.1,150.2,0,0,189.7
IMP_C72: Computer and related activities,7,2,0.9,4.5,5.5,0.5,6.5,0.3,3.8,1.7,1.3,1.5,0.5,2.4,32.1,5.5,1.4,0.9,1.8,0.7,4.1,2019.7,0.9,0.7,0.9,0.8,2.4,0,0.1,1.6,0.9,0.8,0.2,1.1,0,8,0,0.1,18.3,0.8,4.1,0,0,124.4
IMP_C73T74: R&D and other business activities,8,2019.8,3.3,2019.3,10.2,1.1,5,1.1,2019.4,3.1,2.2,5.4,1.5,6.2,18.1,10.1,4.3,2,2.5,3.2,2019.7,2019.9,5.3,4.2,2.9,4.6,14.8,0.1,1.7,5.6,4.5,3.7,1,4.7,0,9.5,0,67.7,8.8,0.7,8.2,0,0,304.5
IMP_C75: Public administration and defence; compulsory social security,9,2.4,1.6,6,6.8,0.9,4.2,0.9,4.3,2,1.7,2,2,2.1,9.3,4.2,1.1,0.4,1.9,1.1,2,2,0.3,2.3,0.2,0.4,0.7,0,0.1,0.3,0.8,0.5,0.1,0.5,0,10.6,0,1.2,2.2,0.6,47.5,0,0,127.3
IMP_C80: Education,7,0.3,0.2,0.6,1,0.1,0.4,0.1,0.6,0.3,0.2,0.2,0.2,0.9,1.9,0.7,0.4,0.2,0.2,0.1,0.3,0.2,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0,1.1,0,0.3,2.7,0.1,517.8,0,0,531.7
IMP_C85: Health and social work,7,0.6,0.3,1,2.1,0.2,0.4,0.2,1.4,0.7,0.3,0.4,0.3,0.8,8.4,1.3,0.4,0.3,0.4,0.2,0.3,0.3,0,0.3,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,3.3,0,0.1,4.2,0.2,129.9,0,0,159
"IMP_C90T93: Other community, social and personal services",9,2.1,0.7,5.6,9,0.7,1.6,0.7,3.9,2,0.7,2019.2,1,1.7,8.3,2.6,1,0.5,1.2,2019.2,0.9,2019.7,0.3,0.7,0.5,0.3,0.4,0,0.2,0.6,0.7,0.9,0.3,2019.2,0,18.9,0,3.5,4.9,0.8,1247.2,0,0,1331.5
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,1324.1,1709.6,694,1442.7,90.3,434,1420.4,1966.6,712.9,616.5,1078,298.6,925.2,1040.8,824.1,2151.5,131.6,354.9,1392.3,2138.1,1745.5,1124.2,3570.4,254,1719.4,1070.3,22.8,55.5,368.3,1406.2,500.3,518.7,997.1,0,31267.3,0,0,0,0,0,71.4,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,132946,40434,114908.5,144719.5,13252.1,41153.7,63190.4,132118,64898.3,48836.1,106428.7,38244.9,74542.9,110475.1,89140.5,63858.6,20624.5,16469.5,66356.8,184137.7,113694,62913.6,71998.4,19783.1,18710.1,33003.7,346.6,6732.9,22104.4,52136.2,31517.5,24993.6,47714.7,0,568012.1,0,188293.9,404461.4,26289.4,14057,17353.7,254336.6,243005.9
VALU: Value added at basic prices,,179203,51529,51759.1,49687.1,3794,14664.5,10880.6,45195.5,20418.9,21822.5,24763,9568.1,26459.7,32391.6,22899.2,17892.9,5887.7,13846.1,42844.6,64564.5,96810.6,24798.3,68507.2,20834.1,47649.2,49047.3,408,2811.3,22521.1,41203.4,33258.7,17506.5,28934.8,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,312148.2,91962.9,166667.7,194406.6,17046.1,55818.2,74070.8,177313.5,85317.2,70658.6,131191.7,47813,101002.4,142866.7,112039.8,81751.5,26512.3,30315.6,109201.1,248702.2,210504.6,87711.9,140505.6,40617.2,66359.2,82050.9,754.7,9544.2,44625.5,93339.7,64776,42500.2,76649.5,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:03 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
