"IMP_C30T33X: Computer, Electronic and optical equipment",3,69.2,401.9,59.6,170.9,21.4,197,55.8,315.4,138,112.8,243.9,70.1,1672,55461.1,2267.9,479.6,458.5,178.9,139.2,281.8,218.8,5.6,57.3,911.9,97.7,29.7,12.4,214.1,808.2,76.5,106.7,34.2,266.4,0,7054.8,0,2.6,21323,958.9,555.1,0,0,95529.1
"IMP_C31: Electrical machinery and apparatus, nec",3,11.1,125.6,27.3,99.8,13.7,33.5,20.8,61.9,35.9,27.6,77.6,45.9,765.2,5727.8,2879.7,308.6,221.4,51,58.3,163.6,2019.4,6.9,6.9,83.7,2.9,2019.1,0.8,13.4,50.6,2.9,5.1,3.8,10.8,0,1579.7,0,0.3,2831.6,44,10.4,0,0,15455.3
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,37.2,163.5,65.2,89.8,32.7,83.3,23.9,73.5,55.8,39,145.8,78.8,349.9,238.9,105.1,4670.8,59.7,59.5,2019.6,2019.6,22,0.9,23,11.2,2.5,2019.7,0.2,4.3,2019.1,2019.1,2.9,1.3,2019.9,0,670.9,0,0.8,4359.5,206.6,10,0,0,11746.5
IMP_C35: Other transport equipment,3,131.1,39.4,5.2,8.3,1,33.8,1.8,6.4,12.6,7.4,80.6,8.9,169.5,208,42.6,33.6,1442.8,12.1,1,4.8,3.9,0.1,2019.2,3.8,0.5,0.4,0,0.4,1.1,0.4,0.6,0.5,6.7,0,625.1,0,0.7,2041.2,65.1,3.9,0,0,5031.5
IMP_C36T37: Manufacturing nec; recycling,3,20.2,27.7,17.8,49.8,15.7,107.2,3.8,35.6,33.6,34.1,69.3,123.9,96.6,156.7,77.6,33.4,14.9,136.3,0.4,4.7,0.6,0.1,0.4,1,0.2,0.2,0,0.3,1,0.4,0.3,0.6,0.6,0,327.8,0,0.3,240.9,19.7,908.4,0,0,2561.9
"IMP_C40T41: Electricity, gas and water supply",4,2019.8,23.1,8,2019.6,3.1,2019.6,2019.3,29.6,8,2019.8,22.8,2019.8,27.2,38.6,2019.4,2019.1,4.1,3.6,0.7,2019.5,1,0.2,2019.3,0.6,0.3,0.4,0,0.2,0.6,0.3,0.2,0.4,0.3,0,27.5,0,1.2,50.4,1.2,6.9,0,0,362.5
IMP_C45: Construction,5,5.3,4.6,2.3,5.8,1.6,1.5,2.9,4.9,2.2,2.5,4.8,2.9,16.9,55.2,24.7,6.6,3.9,3.1,0.7,2019.7,1.8,1.2,2019.2,2,1.2,2019.8,0,0.5,1.8,2,2019.2,2019.2,2019.8,0,2019.6,0,0.6,824.2,0.9,2.6,0,0,1028.9
IMP_C50T52: Wholesale and retail trade; repairs,6,736.6,587.8,1404.3,5492.6,339.6,644.4,1434.8,2822.1,1415.3,587.6,815.8,863.9,1906.7,14517.7,2171.3,1318.6,426.4,664,85.5,417,94.8,2019.3,163.8,207.9,29.8,21.8,3.2,53.7,202.2,38.1,37.3,101,95.4,0,5752.6,0,18.2,7858.9,442.4,1150.1,0,0,54945.7
IMP_C55: Hotels and restaurants,6,2.2,0.6,8.5,7,0.3,0.6,0.5,2019.5,1.1,0.4,0.7,0.7,3,8,2,1.5,0.6,0.6,0.1,0.4,0.2,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0,17.9,0,0.1,8.8,0.8,5110.3,0,0,5180.6
IMP_C60T63: Transport and storage,7,661.7,925.2,1109.6,1840.6,328,490.7,655.2,1479.8,641.3,650.5,820.2,781.3,1210.7,4374.9,1571.2,552.1,138.1,540.9,256.6,1669.1,671.6,76,1380.2,157.2,164.4,95.6,3.1,53.4,201.7,304.3,173.9,38.9,167.4,0,2957.5,0,793.7,992.9,100,2771.3,0,0,31800.6
IMP_C64: Post and telecommunications,7,3.6,2019.1,8.8,37,2.2,2.9,2.8,2019.5,6.6,3.1,2019.7,9,2019.4,104.1,39,9,1.3,9.8,2,27.3,2019.2,1.6,2019.4,2019.2,2019.6,2.8,0.1,0.9,2019.3,2019.5,3,2.4,2019.8,0,85.6,0,3,2019.7,0.3,2.7,0,0,497.9
IMP_C65T67: Financial intermediation,6,256.2,208.8,311.5,858,87.9,150.7,77,400,197.6,216.9,121.7,193.8,347,2374,495.3,142.7,96.6,146.3,178.8,164.4,445,76.3,398.7,54,294.3,447.4,2.2,37.4,141.1,125.3,50.8,17.7,91.8,0,1768.5,0,58.8,1.1,0,6,0,0,11041.4
IMP_C70: Real estate activities,6,0.2,0.2,0.5,1.3,0.2,0.4,0.2,0.5,0.4,0.2,0.8,0.2,0.6,1.2,0.6,0.3,0.1,0.4,0,0.2,2019.5,0.3,0.2,0.5,2019.3,0.6,0,0.1,0.4,2019.3,0.2,0.1,0.9,0,21.6,0,0.1,11.2,0,575.3,0,0,625.5
IMP_C71: Renting of machinery and equipment,6,7.7,10.7,3,7,1.4,2.3,0.9,4.7,2.8,2.6,3,1.3,5.2,8,5.3,2,0.4,1.5,1.1,24.4,6.9,1.3,15.6,3.8,8.3,0.9,0.1,1.4,5.4,2.3,0.3,1.5,4.1,0,0,0,0.3,4.1,0.1,194.3,0,0,346.3
IMP_C72: Computer and related activities,7,6,4.5,12.1,14.9,1.7,16.3,1.2,11.3,4.4,3,5.2,1.5,8,48.2,10.6,5.4,1.5,4.4,2.8,2019.6,2019.6,3,4,4.7,6.6,2019.4,0,0.3,10.2,3.6,3.5,1.6,4,0,14.5,0,1.1,54.7,1.2,3.1,0,0,324.5
IMP_C73T74: R&D and other business activities,8,2019.2,19,37.7,41.4,4.9,15.8,4.3,35.8,11.5,8.4,2019.4,5.3,2019.8,52.1,2019.9,22.1,4.3,9.4,14.3,90.8,96.2,16.6,20,2019.5,35.7,63.3,0.7,11.3,42.8,2019.7,2019.2,8.3,2019.9,0,2019.4,0,266,14.4,0.7,5.8,0,0,1171
IMP_C75: Public administration and defence; compulsory social security,9,3.6,2.7,9.6,11.5,1.6,7.9,1.6,6.4,3.2,2.3,2.7,2.4,4,16.2,6.3,1.9,0.6,3.3,0.9,5,3,0.4,3.7,0.7,1,1.2,0,0.3,1.1,1.1,0.7,0.3,0.8,0,17.9,0,4.6,4,0.7,47.2,0,0,182.4
IMP_C80: Education,7,0.5,0.4,1,1.5,0.2,0.7,0.1,1,0.5,0.2,0.4,0.2,1.2,2.8,0.9,0.6,0.2,0.3,0.2,1.2,1.1,0.2,0.3,0.3,0.4,0.7,0,0.1,0.5,0.2,0.2,0.1,0.3,0,1.6,0,2.9,2.8,0.1,580.7,0,0,606.7
IMP_C85: Health and social work,7,0.9,0.7,1.5,3.5,0.4,0.8,0.3,2.8,1.5,0.4,0.7,0.4,1.6,15.2,2,0.7,0.4,0.6,0.1,0.8,0.3,0.1,0.4,0.3,0.2,0.1,0,0.1,0.3,0.1,0.1,0.1,0.2,0,5.2,0,0.4,6.9,0.4,166.6,0,0,217.1
"IMP_C90T93: Other community, social and personal services",9,2,1.5,4,7,0.8,2.8,1,2019.4,2.2,1.1,2019.6,1.1,2019.9,11.5,3,1.6,0.6,1.4,1.6,2019.3,2019.3,0.9,2.1,2019.7,2019.2,2019.4,0,0.6,2019.4,1.8,2019.5,0.8,4.6,0,29.5,0,2019.8,6.2,0.4,1328.1,0,0,1447.7
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,2711,2661.7,683.3,1432.4,230.7,782.2,1889.2,2438.9,793.8,748.7,2307.5,562.5,1633.6,1337.3,850.1,2456.3,174,470.4,1508.2,2939.5,2239.2,1600.5,4716.8,457.4,2227,1607.5,40.1,68.5,695.1,2086.2,776.1,750.9,1549.7,0,41534.5,0,0,0,0,0,96.4,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,152996.1,79753.3,133188.2,169196.5,29685.8,66691.4,78031.6,154620.4,81275.6,63341.5,176860.4,65294.9,142541.6,172554.3,85365.6,83296.5,25006.4,35045.3,82035,288535.3,96097,59629.2,111161.7,36335.7,37470.5,40079,768.2,12349.7,47486.8,62036.5,33020.7,37438.6,55843.3,0,721051.4,0,243472.8,647015.3,20454.4,16126.7,18945.6,444164.3,428639.7
VALU: Value added at basic prices,,207289.9,79294.6,57953.7,51549.8,10209.2,27910.4,14021.4,54700.9,23312.4,26555.9,49922.3,18876.5,49489.4,40883.1,24296.5,23864.2,8032.2,22836.7,57160.8,87563.1,132699.2,36166.3,87986.3,38900.9,58047.7,72971.7,742.7,5321.5,41313.6,61933,50702.7,26473.4,44551.3,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,360285.9,159047.8,191141.9,220746.4,39895,94601.8,92053,209321.3,104588,89897.5,226782.7,84171.4,192031.1,213437.4,109662.1,107160.7,33038.6,57882,139195.8,376098.4,228796.2,95795.5,199148,75236.6,95518.1,113050.6,1510.8,17671.2,88800.4,123969.4,83723.4,63912,100394.6,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:04 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
